data_rate,sciname,booleanFlag,probability_confidence,decimal_float_field,status_code_data,var_162,integer,percentile,stock_rsu_grant_22,probabilityConfidence,memory_usage_data,raw_binary_value,decimal_float,attr_619,median_val,investment_account,power_6,var_fxiq,cin90,customer_histogram_bin,decimalFloat,c_234,histogram_bin_14,encoding_14,length,imageEmbedding,median,standardDeviation,m_f,STANDARD_DEVIATION,meta_inte,median_2,IMAGE_EMBEDDING,arithmetic_mean,CORRELATION,user_billing_account,p_177,VERSION_NUMBER,stddev,STOCK_TICKER,x_co,col_um,titlePrefix,integer_30,cache_duration,fact_latitude,tenant_identifier_raw,clock_time,billing_acct,PROBABILITY_CONFIDENCE,featureVector,percentile_2,histogram_bin_raw,col_378,binary_value_field,channel,type,histogram_bin,schedule_plan_6,DECIMAL_FLOAT,species,user_iata_code,CITATION,p_wor,word_embedding_val,raw_scientific_name,BONUS_VARIABLE_PAY,schema,mlg61,probval,imgemb,trend_growth_rate,word_embedding,dialing_code,zskgui18,numeric_range,v_107,integer_field,p_ord,confidence,raw_mean_average,genericIdentifier,jomn72,integer_2,dim_cron_specification,SIZE_DIMENSION_CATEGORY,customer_probability_confidence,batch_id
5384,NaCl,1,0.9117,-789.9693,inactive,48.25%,6593,24.87,1837 shares @ $101.55,0.4332,60.0,0,9450.8925,"[0.8257, -0.319, 0.0087, -0.1066, -0.0534, -0.0039, 0.3022, -0.2708]",-1.7634,INV-686922,19778.0,0,"[0.1315, 0.4885, 0.5525, 0.7277, 0.9881, 0.5321, 0.5396, 0.467]",2.18,2662.8839,03/24,76.13,ASCII,233.92,"[0.6315, 0.9187, -0.4822, -0.3903, 0.1892, 0.3632, 0.1156, 0.303]",-53.4422,20.5652,Male,10.8251,5418,20.0909,"[0.2727, 0.2106, -0.0747, -0.1454, 0.1365, -0.0335, -0.0638, -0.5947]",36.9398,-0.1793,BILL-809433,7-99,2.1.31,16.8701,GQJ,"[17.15, 64.42]",GPL-3.0,Mr.,2704,337 days,-88.690559,tenant-026,01:58:41,BILL-395881,0.8229,"[0.216, 0.8491, 0.3181, 0.8007, 0.6441, 0.8005, 0.8901, 0.7994]",94.55,95.01,-0.2628,0,Mobile,Enterprise,46.57,Weekly on Monday,4632.0538,Homo sapiens,FEC,Rodriguez et al. (2011),"[-1.2857, -0.5682, 1.9643, -0.1938, -0.9664, 0.2405, 1.1687, -1.0107]","[-0.1255, 0.51, -0.3327, 0.5316, 0.1748, 1.6897, -0.4615, -0.1543]",C6H12O6,"$25,675",W3C Date,86.7,0.1196,"[0.4613, -0.2107, -0.1804, -0.1238, 0.0568, -0.0378, -0.0163, 1.1849]",-39.83%,"[0.4092, 0.9998, -0.1654, -0.0229, 1.2426, -0.2609, 0.2439, -0.718]",+44,41.5,8-86,H2O,6134,971,0.0911,44.9802,080bedac-ec59-47f0-afe9-95bbd5162797,-576.1737,6735,59 19 * * 1-5,XS,0.8017,batch-20211123-48
884,E. coli,1,0.3311,3632.1452,inactive,-10.36%,3444,90.3,4434 shares @ $489.83,0.4592,88.6,1,6093.8902,"[0.3151, 0.1038, -0.1596, 0.3409, 0.7186, -0.6027, -0.2407, 0.2091]",50.556,INV-711813,22800.5,1,"[0.5867, 0.1378, 0.6677, 0.4926, 0.573, 0.294, 0.2373, 0.2634]",18.21,2026.5221,04/30,49.48,ASCII,988.08,"[0.0836, -0.0657, 0.1804, -0.0334, 0.1377, 0.2785, -0.4589, 0.1155]",54.1277,40.5802,Female,41.615,4437,88.0346,"[-0.2103, -0.0385, -0.0443, -0.9849, 0.2115, -0.5554, 0.1293, 0.2016]",-66.2794,-0.2115,BILL-330744,5-93,0.17.6,9.9479,DAB,"[15.9, 78.43]",BSD-3-Clause,Ms.,4288,179 days,25.314767,tenant-031,17:12:54,BILL-973600,0.1667,"[0.7064, 0.3398, 0.9495, 0.425, 0.8263, 0.3037, 0.8085, 0.1447]",78.86,79.33,0.5383,1,Email,Enterprise,72.67,Monthly on 1st,7652.5336,C6H12O6,VPV,Davis et al. (2025),"[-1.357, -0.0965, 0.0885, -1.0812, -1.0257, -0.1036, -0.0419, 0.3136]","[1.5451, -0.361, -0.0343, -1.453, -1.3463, 0.4789, -0.9296, 0.0275]",NaCl,"$47,403",POSIX,99.57,0.1273,"[-0.0615, -0.4513, -0.1628, -0.0441, 0.4371, -0.4022, -0.7432, -0.1496]",41.48%,"[1.2303, -2.4864, -1.0036, 1.1733, 0.5871, -1.7821, -0.4172, -0.1653]",+44,-35.8,35-82,H2O,347,385,0.9781,-45.8943,7471736f-6bf3-4518-9536-f9f31f7eefb0,8882.855,9773,22 19 * * *,S,0.9001,batch-20190304-71
4299,NaCl,0,0.0826,5849.8948,failed,-45.66%,9803,22.18,3112 shares @ $471.97,0.0897,68.3,0,6466.7126,"[-0.5883, -0.1133, -0.2954, -0.032, -0.1523, -0.1876, -1.1711, -0.6298]",65.8839,INV-671760,15284.7,0,"[0.0145, 0.0094, 0.8504, 0.5612, 0.88, 0.2346, 0.6369, 0.9958]",90.85,8544.8325,04/27,99.34,UTF-8,395.54,"[0.9564, -0.118, 1.2643, -0.4553, 0.1321, -0.4663, -0.6618, -0.1136]",-47.5826,43.0834,Female,13.3279,9462,-86.9404,"[0.7321, 0.7817, -0.2394, -0.7794, -0.3687, 0.3886, 0.5886, 1.0752]",-20.7572,-0.1939,BILL-317926,39-84,0.3.35,11.0631,CKF,"[37.89, 82.01]",CC BY 4.0,Mr.,494,188 days,-81.098118,tenant-027,14:01:59,BILL-151130,0.0977,"[0.2793, 0.9158, 0.5337, 0.8882, 0.1306, 0.6778, 0.4879, 0.7056]",3.24,0.55,0.3472,0,Mobile,Basic,12.51,Daily at 2am,8073.7063,Homo sapiens,TYM,White et al. (2019),"[-0.1024, 0.8391, 0.6021, -2.1609, -1.4329, -2.4885, 1.3495, 0.5242]","[-1.7745, -0.0036, 0.274, 0.1798, -0.7417, 1.4199, 1.0074, 0.4932]",Fe2O3,"$43,022",IEEE 754,7.53,0.7924,"[-0.0365, 0.5013, -0.5738, -0.0886, -0.0832, 0.084, -0.2477, 0.4278]",21.8%,"[-1.5834, -2.0874, 0.6896, -1.6432, 1.1699, -0.0395, 1.4101, -0.9775]",+86,-35.1,35-57,Fe2O3,6139,940,0.3411,-79.1362,52fe17e8-6968-4c26-99b2-b28b7b80d959,-690.069,1873,8 5 * * 1-5,S,0.4758,batch-20251118-02
2259,E. coli,1,0.6655,6851.7613,failed,17.58%,3391,77.79,805 shares @ $446.5,0.7718,22.0,1,6085.5263,"[0.2631, -0.6604, -0.2925, 0.1894, 0.1247, -0.1787, -0.0988, -0.1253]",-44.5706,INV-566870,45888.0,1,"[0.7062, 0.8234, 0.6804, 0.3265, 0.203, 0.3035, 0.6926, 0.3823]",48.62,1754.6589,10/27,19.0,Latin-1,254.4,"[-0.4416, -1.1172, 0.0625, -0.5562, 0.004, 0.156, 0.0862, 0.5929]",-98.4191,3.5604,Female,15.9832,8511,-43.694,"[-0.3521, -0.4468, 0.2352, -0.648, 0.0096, -0.0775, -0.1601, -0.1311]",-89.0852,-0.8171,BILL-461491,18-88,4.18.14,0.8001,GMK,"[38.73, 85.66]",Apache-2.0,Ms.,717,125 days,46.809829,tenant-021,12:40:06,BILL-665795,0.1464,"[0.4357, 0.5522, 0.3591, 0.7696, 0.4918, 0.0378, 0.9652, 0.9553]",79.95,98.28,-0.0696,0,Mobile,Trial,13.22,Daily at 2am,1012.7661,E. coli,EGD,Brown et al. (2007),"[-2.5191, -0.433, 0.0747, 0.8334, -0.7884, -0.8555, -0.6613, -0.1883]","[-0.0555, 0.7499, -0.7022, 0.6501, 0.131, 0.6503, 0.9722, -0.7143]",H2O,"$18,313",ISO 8601,26.53,0.1001,"[0.3063, -0.131, -0.0547, 0.5547, -0.1481, 0.1209, 0.0837, 0.8591]",-27.67%,"[1.8221, -0.3837, -1.1525, 0.2688, 1.3854, 0.5509, -0.0778, -0.86]",+49,21.2,19-99,NaCl,4400,400,0.8087,-3.9328,9510d9bd-6cfb-44cf-b625-51f7fd402a39,7747.4088,9195,"17 15 * * 0,6",M,0.3091,batch-20200617-95
9678,Fe2O3,true,0.9007,3550.7372,failed,-1.03%,3615,81.97,1039 shares @ $254.95,0.979,21.2,0,9248.0955,"[0.3557, 1.0878, 0.2788, 0.1867, -0.3128, 0.7605, 0.1957, -0.6172]",12.7361,INV-901921,23940.5,1,"[0.17, 0.6737, 0.1967, 0.8883, 0.9622, 0.5728, 0.6964, 0.5659]",0.52,5195.4632,09/28,77.34,Latin-1,46.73,"[-0.123, 0.0351, 0.0458, 0.9218, 1.3272, -0.3247, 0.4987, 0.1047]",23.7466,37.4451,Male,30.5141,2035,-48.6221,"[0.6006, -0.536, -0.5026, 0.4707, 0.1326, 0.1098, -0.3523, -0.0846]",71.0369,-0.3717,BILL-844854,16-53,1.19.32,21.9322,WI,"[21.38, 92.59]",Apache-2.0,Prof.,1608,62 days,-49.497132,tenant-040,13:15:07,BILL-405464,0.6653,"[0.8806, 0.6441, 0.8198, 0.7625, 0.8579, 0.5896, 0.7325, 0.8798]",63.65,70.36,0.5065,1,Chat,Basic,64.31,Daily at 2am,8595.8635,Homo sapiens,IRK,Miller et al. (2023),"[-1.594, -0.1114, -1.5999, 0.3671, -0.5959, 0.1787, -0.891, 1.0092]","[-0.7233, 0.8028, -0.0569, 1.1381, -1.6059, -0.8989, 0.8793, 1.1225]",H2O,"$31,177",ISO 8601,69.8,0.8154,"[0.6085, -0.1031, -0.2247, -0.2418, -0.3698, -0.328, 0.3021, 0.3577]",47.85%,"[0.5607, 0.062, 0.0142, -1.5193, -1.2001, 1.0514, 1.2372, 0.7646]",+91,47.2,43-90,C6H12O6,4302,193,0.2281,5.767,f72312bc-0647-4d58-8f80-9110b3b39921,5270.6654,980,19 1 * * 1-5,XXL,0.0738,batch-20251005-54
3541,Fe2O3,true,0.8402,9485.087,inactive,-5.82%,7247,9.74,1102 shares @ $489.75,0.8766,6.6,1,5759.3731,"[-0.0282, 0.7421, -0.688, 1.0379, 0.2439, 0.3848, -0.6874, -0.1786]",-30.2046,INV-354265,284.0,0,"[0.6395, 0.1086, 0.2463, 0.6337, 0.1562, 0.5286, 0.8522, 0.7997]",6.36,4483.3851,02/30,38.15,ASCII,724.21,"[-0.5198, 0.2708, 0.8106, 0.2525, -0.1642, -0.7621, -0.274, 0.6109]",-12.1683,32.0356,Unisex,7.1962,1496,-55.3442,"[0.8804, 0.5088, -0.375, 0.6813, 0.4511, -0.3966, 0.4514, -0.9515]",86.0669,0.3013,BILL-982299,35-58,1.7.63,42.0215,XI,"[30.74, 97.15]",GPL-3.0,Mr.,5842,155 days,-5.216981,tenant-017,21:14:07,BILL-796788,0.3633,"[0.1061, 0.3983, 0.973, 0.441, 0.5668, 0.9539, 0.4061, 0.5942]",66.32,66.87,-0.9262,1,Chat,Free,29.02,Weekly on Monday,8552.5717,C6H12O6,WMZ,Lee et al. (2023),"[-1.4109, -1.7052, 0.042, 0.5356, 0.1287, -1.0931, -1.437, 0.5537]","[0.4153, 0.0124, 0.6181, 0.9682, 0.9802, 0.1365, -0.2435, -1.5694]",C6H12O6,"$28,190",IEEE 754,9.96,0.2912,"[-1.247, -0.4672, 0.0998, -0.0878, 0.8047, -0.5468, 0.5861, 0.4614]",37.16%,"[-0.5337, -0.7149, 0.406, -0.9836, -0.2418, 2.316, 0.6707, -0.2302]",+1,0.2,37-70,NaCl,7598,69,0.6456,25.9965,967504b3-e8a7-4b42-8dc9-2df5cdc1a575,3341.81,3426,27 2 * * 1-5,XL,0.9579,batch-20210928-64
9227,H2O,yes,0.1299,4694.5067,inactive,19.37%,5253,50.33,1967 shares @ $82.94,0.2169,90.0,0,9805.562,"[0.7749, -0.0385, -0.1687, -0.067, -0.2087, 0.546, -0.9577, -0.7951]",-73.4896,INV-773002,18775.7,1,"[0.9009, 0.1788, 0.8102, 0.9353, 0.5192, 0.3237, 0.9915, 0.0826]",13.27,1380.4918,01/26,72.3,ISO-8859-1,755.19,"[0.2464, -0.3183, -0.2301, -0.6674, -0.1628, 0.1945, 0.194, -0.2109]",98.802,32.7949,Male,10.3551,3851,-14.3677,"[0.7522, 1.1807, 0.2971, 0.8395, -0.0983, -0.5461, -0.5451, 0.4763]",51.5613,-0.6636,BILL-285965,44-79,2.15.23,11.4952,BEJW,"[22.37, 91.2]",Apache-2.0,Rev.,7603,137 days,-38.492585,tenant-049,00:09:29,BILL-239152,0.4748,"[0.7705, 0.8328, 0.9159, 0.991, 0.4866, 0.1933, 0.0029, 0.794]",15.86,37.12,-0.9739,1,In-Store,Free,88.3,Daily at 2am,9951.8109,Homo sapiens,YXK,Garcia et al. (2005),"[0.9728, 0.9097, 1.0478, 0.996, -1.311, -1.5347, 1.8373, -0.3439]","[0.1419, 0.1702, -1.2568, 0.0526, 0.1325, 0.7558, -0.8906, 1.1451]",H2O,"$32,342",ISO 8601,83.84,0.0997,"[-0.5689, -0.9134, -0.74, 0.1266, -0.1591, 0.7671, -0.5574, -0.9532]",17.09%,"[0.1214, -1.3862, -0.2394, 1.5762, -0.0309, 0.4245, -0.4959, 1.2403]",+86,1.1,31-71,E. coli,7819,962,0.6342,-1.1908,635fbc79-1845-4dc5-aaef-87824e669db7,-85.3405,9890,"45 23 * * 0,6",XS,0.2406,batch-20190323-26
6315,Homo sapiens,false,0.1262,-566.5251,rejected,-1.54%,7343,19.04,3916 shares @ $336.32,0.1195,98.3,1,1004.8572,"[0.9156, -0.3079, 0.6939, 0.173, 0.5859, -0.1323, -0.6746, 0.1217]",66.9088,INV-966733,40903.9,0,"[0.1136, 0.9001, 0.1943, 0.5654, 0.1519, 0.5452, 0.6353, 0.0438]",88.95,4677.6671,05/27,1.9,ASCII,242.41,"[-0.1294, 0.0325, -0.4619, -0.3206, -0.1537, 0.2963, -0.43, -0.2555]",-36.1628,41.3657,Male,48.9142,6145,-62.3833,"[0.8862, -0.2475, -0.8444, -0.0001, -0.2173, -0.4643, 0.3289, -0.0332]",-72.3526,0.3156,BILL-377559,19-81,2.1.1,43.9675,NHN,"[14.66, 81.97]",Apache-2.0,Ms.,9056,296 days,-14.9273,tenant-036,18:08:42,BILL-885456,0.8979,"[0.8788, 0.3051, 0.2239, 0.9716, 0.0247, 0.4013, 0.1299, 0.5503]",14.97,85.0,0.7996,1,Web,Enterprise,77.15,Daily at 2am,4868.3275,E. coli,BIA,Thompson et al. (2011),"[0.5726, 0.9105, 0.07, -1.3762, 1.0562, 0.1593, -0.4978, -0.4349]","[1.4193, -1.0475, 0.2558, -0.8553, 0.4571, -1.2529, -1.1681, -0.5991]",C6H12O6,"$21,016",W3C Date,36.16,0.5052,"[-0.3202, -0.5766, 1.1037, -0.4653, 0.8486, -0.0281, 0.3242, -0.6679]",-49.65%,"[0.6555, -1.1955, 0.8931, -2.0458, -0.4301, 0.4472, -0.046, 0.9528]",+1,23.2,12-68,Fe2O3,2246,612,0.1591,-3.1549,02a80947-7246-4ddc-8913-24998d1ffa56,-227.2403,6998,32 17 * * 1-5,XXL,0.4999,batch-20220419-88
8634,H2O,yes,0.3284,-220.801,approved,16.56%,9558,65.35,86 shares @ $170.4,0.7752,12.7,1,7464.1388,"[-0.1533, 0.0593, 0.4251, 0.3663, -0.2715, -0.0634, -1.0909, 1.1556]",-29.1319,INV-318664,21734.0,0,"[0.6894, 0.2543, 0.2641, 0.0681, 0.192, 0.754, 0.4651, 0.515]",24.87,3485.5582,12/28,3.31,UTF-8,171.71,"[-0.5408, 0.5121, 0.0395, -0.0891, 0.0861, -0.4645, 0.1073, 0.2132]",10.3702,37.8648,Male,15.0369,9232,12.0658,"[-0.2301, 0.5491, 0.2254, 0.1967, -0.453, -0.2004, 0.3089, 0.4333]",-89.9952,-0.6378,BILL-325097,5-64,5.2.29,28.6273,GB,"[29.93, 76.22]",Proprietary,Mrs.,8800,351 days,23.960137,tenant-039,20:05:35,BILL-910749,0.8011,"[0.0002, 0.7485, 0.4342, 0.671, 0.0276, 0.8338, 0.2179, 0.0917]",6.42,51.35,-0.8676,0,Mobile,Premium,0.23,Daily at 2am,2308.3881,H2O,GIP,Miller et al. (2010),"[0.7852, 0.5599, 0.3786, -1.1099, -1.389, 0.9753, 0.0044, -0.0805]","[0.3419, 2.0332, 0.3715, 1.3211, -1.2569, -0.4893, -1.7402, 0.2204]",NaCl,"$12,225",POSIX,1.58,0.3198,"[-0.1436, -0.1349, -0.6275, 0.838, 0.033, 0.1917, 0.2222, -0.1168]",23.93%,"[0.9075, 1.8654, 1.32, -1.2032, -0.0144, -0.1562, 0.4469, -1.7322]",+1,-26.5,35-71,NaCl,2999,804,0.287,-42.8336,2f8fd8de-c007-4ed5-8b17-5159849232ff,2944.7769,7221,22 10 * * 1-5,XS,0.0944,batch-20191214-49
8342,Homo sapiens,1,0.455,6750.9389,pending,-9.42%,9573,12.41,4062 shares @ $309.53,0.2612,84.3,1,-808.4426,"[-0.1706, -0.0112, -0.4395, 0.54, 0.1515, 0.119, 0.8324, 0.1802]",70.9206,INV-574592,10416.5,0,"[0.2394, 0.0479, 0.6433, 0.8845, 0.3506, 0.7424, 0.39, 0.3354]",14.63,2221.3712,04/28,31.65,UTF-8,49.91,"[-0.9952, 0.0364, 0.5693, -0.7613, -0.0037, -0.1084, 0.4609, -0.7544]",-8.0637,38.3385,Male,24.7911,7099,60.8632,"[1.286, -0.3969, 0.2462, 0.399, 1.1324, -0.1126, 0.4827, 0.0107]",41.9839,0.6326,BILL-794495,29-75,0.12.49,0.9534,DMIN,"[22.76, 69.96]",Apache-2.0,Mr.,804,103 days,81.372404,tenant-025,10:53:06,BILL-915110,0.0734,"[0.3532, 0.6746, 0.0121, 0.1977, 0.2169, 0.9542, 0.7076, 0.0475]",91.71,55.58,-0.5822,1,Mobile,Premium,92.2,Weekly on Monday,9172.3487,E. coli,SAT,Robinson et al. (2026),"[0.0198, 0.6621, 0.2748, 0.4994, 1.6168, 0.2535, 1.0682, 0.2579]","[-1.0679, -0.8185, 1.8957, 1.7287, -0.1107, 0.3599, -0.2126, 1.5271]",Fe2O3,"$29,751",IEEE 754,87.89,0.3323,"[0.7177, 0.4364, -0.8304, -1.032, 0.2041, 0.3597, 0.3164, -0.311]",-48.42%,"[-1.2486, 0.4243, -0.5107, -0.1512, -0.068, 0.291, -1.1289, -0.5899]",+81,-9.8,25-51,Fe2O3,7545,520,0.0226,-25.4607,0b79b7ff-ccce-4d81-ad44-e57b437a1ec7,4469.258,1480,"23 19 * * 0,6",XXL,0.9452,batch-20240408-56
8519,Fe2O3,0,0.9867,777.1165,failed,-46.26%,7369,11.89,205 shares @ $435.5,0.2845,99.2,1,1768.6478,"[0.0367, 0.2753, -0.0318, 0.1198, 0.5913, 0.2958, -0.3054, -0.1297]",10.7881,INV-858590,282.6,0,"[0.5053, 0.1393, 0.7164, 0.9923, 0.4688, 0.7861, 0.0478, 0.0295]",61.77,8056.0739,09/29,91.75,Latin-1,901.86,"[-0.3286, 0.9388, -0.4474, 0.1888, -1.1636, -0.3072, -0.0185, -0.4016]",-86.2442,40.8583,Female,18.8349,5715,-25.9418,"[0.2242, 0.0964, -0.9688, 0.2802, -0.2403, -0.0013, -0.1113, -0.1381]",-40.5521,-0.0308,BILL-832552,4-71,3.15.90,26.6934,VXX,"[8.97, 74.19]",Apache-2.0,Rev.,8722,312 days,-80.161807,tenant-048,04:46:32,BILL-213060,0.4472,"[0.6275, 0.8564, 0.2988, 0.4891, 0.8949, 0.3263, 0.7582, 0.6584]",68.58,7.48,0.7473,1,Social Media,Trial,51.3,Daily at 2am,-240.8632,Fe2O3,NSI,Wright et al. (2002),"[0.329, 0.5513, -0.3923, -0.6404, 0.604, 1.5648, -0.5846, -1.4331]","[0.6306, 0.1113, -1.7023, -1.0637, -0.5997, -0.6076, 0.2867, 0.5033]",C6H12O6,"$7,479",ISO 8601,31.85,0.0702,"[0.1754, 0.5589, -0.9924, 0.6006, -0.1153, -0.1105, 0.4131, 0.3585]",44.97%,"[1.0562, 0.2261, -0.6775, -0.9909, 0.6932, -0.5847, 1.9259, -1.118]",+55,42.3,20-53,Fe2O3,3669,468,0.8499,74.5758,42fa0e81-da58-4e70-b3f2-acdaad2e7da1,943.9401,259,40 21 * * *,XS,0.6857,batch-20200109-80
3347,H2O,false,0.8452,1395.1502,completed,-0.3%,3833,83.07,2389 shares @ $126.07,0.4428,25.7,0,6569.9447,"[-0.3537, -0.663, -0.5379, 0.4207, -0.6331, 0.2511, 0.3927, 0.254]",66.0642,INV-322456,20922.3,0,"[0.157, 0.0623, 0.2017, 0.82, 0.4799, 0.0582, 0.5073, 0.4145]",38.11,3826.3761,10/27,38.43,ASCII,437.59,"[0.3777, 0.6403, 0.4578, 0.2506, 0.361, -0.4606, 0.2559, -1.3718]",23.3445,15.6295,Female,35.4338,1811,-63.348,"[0.3249, -0.5305, 0.6916, 0.3324, 0.0852, 0.0442, 1.0035, -0.278]",87.5403,-0.094,BILL-749204,24-92,2.9.40,19.3925,XFR,"[9.77, 91.25]",CC BY 4.0,Rev.,1863,334 days,-0.482929,tenant-041,03:09:20,BILL-537365,0.443,"[0.9911, 0.7992, 0.5204, 0.8914, 0.5803, 0.4968, 0.1494, 0.8318]",96.64,76.76,-0.4448,0,Phone,Trial,21.42,Monthly on 1st,9286.1518,NaCl,KDH,Moore et al. (2016),"[0.0308, 0.8934, -1.23, -0.4873, 0.0592, -0.2954, 0.3447, 0.2984]","[0.7453, 0.4959, 0.2322, 0.0642, 0.3911, -0.1296, -0.7192, 1.8055]",H2O,"$30,702",RFC 3339,7.0,0.7109,"[0.5597, 0.0342, -0.609, 0.0151, 0.3143, -0.3051, -0.5179, -0.9801]",10.91%,"[-0.0828, -1.0139, -0.1734, -1.005, -0.2147, -0.6767, 0.2403, -1.4361]",+55,46.0,10-96,Homo sapiens,2250,586,0.4849,38.2467,01475263-ebf1-4c36-87ae-92ad388fef8d,2662.9386,730,"57 16 * * 0,6",XS,0.2154,batch-20241219-71
8402,E. coli,true,0.9872,4369.063,completed,24.32%,9463,38.45,443 shares @ $375.81,0.6728,78.4,0,8929.5936,"[-0.0665, -0.4544, -0.0722, 0.3612, -0.236, 0.1688, -0.1661, -0.0101]",-67.2831,INV-484798,8444.4,1,"[0.3738, 0.7879, 0.8606, 0.6032, 0.8357, 0.3054, 0.5844, 0.5382]",11.26,1961.7479,10/26,31.59,Latin-1,95.41,"[-0.5978, -0.0279, 0.6862, 0.5369, -1.0627, -0.3891, 0.2757, -0.2607]",-32.0051,14.7387,Male,45.3914,6818,-22.8135,"[0.3698, -0.0351, 0.4921, -0.0651, -0.3717, 0.243, 0.2744, 0.2729]",18.2519,-0.664,BILL-300380,16-90,0.4.77,6.4164,DWI,"[36.98, 97.66]",GPL-3.0,Prof.,5060,4 days,71.9298,tenant-014,02:14:17,BILL-974149,0.2707,"[0.4269, 0.5725, 0.9236, 0.5032, 0.4259, 0.1575, 0.2004, 0.1838]",64.03,36.43,-0.7149,1,Email,Enterprise,68.29,Monthly on 1st,1546.0783,NaCl,MLG,Robinson et al. (2023),"[-0.4728, 0.353, -0.1262, -0.8353, 0.6981, 0.7884, 0.5656, 1.8646]","[0.0257, 0.143, -1.5583, -0.1757, 1.4724, -0.9016, 1.5683, 0.3524]",Fe2O3,"$8,351",ISO 8601,23.75,0.1334,"[-0.6478, -0.3302, 0.469, -1.1036, -0.3997, 0.475, 0.0383, -0.3699]",-29.26%,"[-0.2984, 0.3056, 0.1406, -0.0254, 1.6646, -2.0895, -0.5071, -1.1315]",+81,-23.2,30-54,H2O,5635,265,0.2296,31.1012,2a7743e4-f688-44a7-8465-76bd6e70861f,-740.8232,1756,34 13 * * *,S,0.9301,batch-20241115-43
3501,C6H12O6,no,0.3107,3239.7342,completed,-26.3%,5687,19.82,4890 shares @ $279.53,0.1858,19.7,0,410.3451,"[0.1017, 0.0208, 0.073, 0.2402, 0.9487, -1.176, 0.1512, -0.6772]",-44.7755,INV-814302,32324.1,0,"[0.495, 0.1003, 0.9368, 0.256, 0.6306, 0.6723, 0.1318, 0.6775]",2.98,5063.583,11/29,56.38,UTF-16,440.0,"[-0.0959, -0.28, -0.1078, -0.8023, -0.2594, -0.2853, -0.2384, 0.6456]",81.795,23.5443,Female,44.0837,9018,-94.3191,"[1.2531, 0.8071, -0.7737, -0.7679, 0.3145, -0.0763, -0.2308, -0.3181]",-52.8754,-0.1878,BILL-885599,36-67,3.3.56,13.1938,TJE,"[11.43, 86.53]",MIT,Mrs.,5499,84 days,33.594274,tenant-050,02:29:02,BILL-208352,0.879,"[0.5191, 0.3674, 0.6891, 0.1015, 0.0062, 0.0448, 0.9111, 0.996]",73.61,2.52,0.6391,1,Web,Standard,82.67,Weekly on Monday,5753.6709,Homo sapiens,OFW,Williams et al. (2013),"[-1.4581, -1.7794, -0.0374, 0.0384, 0.3332, 0.3406, -1.7953, 0.3968]","[0.3883, -0.4369, 0.509, 0.9426, 1.779, -0.25, -0.8002, -0.2948]",Fe2O3,"$25,840",ISO 8601,14.49,0.5335,"[0.4654, 0.2369, 0.4261, -0.3608, -0.2292, 0.7495, 0.0411, -0.6218]",22.11%,"[-0.485, -0.1658, 1.9379, 1.1748, -0.9079, -0.4353, 0.9724, -0.1616]",+49,20.3,15-97,E. coli,6244,133,0.6587,-37.7129,48ee17aa-78d7-4e66-8b2c-a5486ed1e1c9,9022.1609,7781,28 1 * * *,XL,0.3561,batch-20240403-19
7790,C6H12O6,false,0.2592,1205.2097,approved,-19.94%,6666,9.26,1313 shares @ $489.9,0.5983,48.1,1,6782.1701,"[1.2803, 0.0995, -0.4156, 0.9521, -0.0593, -1.3427, -0.5742, 0.1604]",90.7065,INV-628156,25061.7,0,"[0.9875, 0.5406, 0.3719, 0.033, 0.3348, 0.4662, 0.2943, 0.2064]",61.32,8543.2018,09/25,19.3,ASCII,356.77,"[0.2991, 0.85, 0.9916, 0.425, 0.1034, -0.6116, -0.2967, -0.2297]",53.663,0.63,Male,29.8624,4906,-43.9325,"[-0.0282, -0.0103, 0.0462, 0.4016, 0.2161, -0.253, -0.6798, 0.2041]",-75.9992,0.1843,BILL-572868,45-62,0.3.12,9.1578,JH,"[35.45, 69.03]",MIT,Hon.,6413,170 days,-13.983098,tenant-006,22:27:34,BILL-624128,0.8464,"[0.3559, 0.5531, 0.073, 0.0239, 0.4689, 0.8922, 0.8848, 0.2751]",17.04,95.62,0.9707,1,Email,Standard,66.91,Weekly on Monday,1117.7979,NaCl,OPI,Williams et al. (2012),"[0.4085, 1.1164, -0.2882, 0.6506, -1.0092, 0.0286, 0.8642, 0.3809]","[0.1734, 0.2278, -0.2002, -0.3831, 0.0255, -0.0317, -0.6559, 1.1055]",Homo sapiens,"$16,446",POSIX,64.38,0.6088,"[-0.6767, -0.0426, -0.4934, 0.0131, 0.7186, -0.1235, 0.3441, -0.0342]",-7.55%,"[-0.8452, 0.261, 0.1662, 0.8586, 0.699, -0.083, 1.1177, -1.6928]",+91,23.6,4-60,NaCl,854,248,0.0339,-0.3347,fc211154-045e-4f36-a8a9-57a12d31322b,7882.7623,2610,"30 13 * * 0,6",M,0.1086,batch-20260612-63
