weqmx1,employee_id_14,v_binar,integer,marital_status,deletedat,c_rrp,p_stmm,ci,CORRELATION,meta_forma,currency_name,INTEGER,numeric_range_raw,rbhac26,user_median,numeric_range,v_pu,median_22,corr,user_cas_registry_number,dim_brow,features,citation_val,deleted_at,intval,retentionPolicy,numericRange,jqtxw10,standard_deviation,v_dec,c_std_d,STANDARD_DEVIATION,DECIMAL_FLOAT,data_lineage_data,gtin,wordEmbedding,internal_communication_data,field_4,src_payment_method,WORD_EMBEDDING,cron_schedule_30,f_433,col_997,c_proto,apiKeyToken,src_schema_table_name,wordemb,image_embedding,attr_mgp,relative_humidity,meta_hist,col_561,col_corre,col_122,mean,histogram_bin_field,var_sj,TREND_GROWTH_RATE,trend,check,int,ENERGY,raw_feature_vector,histogram_bin,epyjvh96,scientificName,var_129,severity_level_6,tstamp,v_sci,percentile_val,dim_correlation,mean_2,correlation_30,phoneFormatPattern,meta_mari,float,raw_file_path,HISTOGRAM_BIN,f_xv,d_url_,mom,caption,stddev,sciname
6455.1504,EMP22583,1,7008,Single,2022-12-28T08:34:23Z,Curry,21-69,"[8.93, 79.3]",0.7311,W3C Date,Swiss Franc,2178,2-86,Latin-1,-50.8259,11-98,-53.0271,9.4507,-0.8525,2469-83-3,Edge,"[0.1954, 0.7639, 0.6951, 0.7636, 0.2729, 0.3131, 0.7016, 0.2029]",Young et al. (2016),2022-09-08 05:03:02,593,indefinite,15-93,_ga=0545773156.5629131,29.5944,1720.1172,35.8219,17.0593,3878.0846,raw.events -> reports,5956077442851,"[-2.152, 0.6177, -0.7679, -1.1483, 1.1243, 0.6382, 0.5908, -0.5662]",[INTERNAL] Q3 strategy review pending board approval,263.8,PayPal,"[-0.4274, -1.4694, -1.0053, 0.4946, -0.2019, 0.6688, -1.1423, 0.1911]",35 13 * * *,56.0177,723,WebSocket,sk_6i8KRSh0Bj0wQcqSPjeUS2sXR1HAYufi,sales.orders,"[-1.5809, 0.1754, -0.8776, 0.9355, -0.8577, 0.4768, -2.2047, 0.1703]","[-0.0867, -1.2171, 0.2296, -0.0947, 0.1687, -0.2509, -0.4276, -0.1679]",YES,48.1,5.89,Brown et al. (2009),0.8684,486,64.1954,64.98,m,17.67%,14.24%,amount <= 10000,8061,12974.1,"[0.2641, 0.0843, 0.6101, 0.1712, 0.1882, 0.7865, 0.1714, 0.9003]",13.35,3054.3582,Homo sapiens,65.79,Critical,2019-01-03 05:15:44,E. coli,11.75,-0.2044,60.7778,0.9088,+1-XXX-XXX-XXXX,Married,3115.0633,/var/data/export_964.yaml,69.86,FF0DE8MXB9QGJPSVN,https://example.com/users/7eb6a9dd/profile,37.12%,Figure 16: Overview,11.6547,H2O
9333.1802,EMP73097,0,5657,Married,,Pasta,0-74,"[34.76, 66.73]",0.1309,RFC 3339,US Dollar,1978,22-97,ISO-8859-1,19.4629,35-67,10.8076,42.3887,0.5954,46594-63-3,Opera,"[0.9395, 0.4591, 0.6266, 0.8104, 0.4398, 0.3208, 0.1835, 0.6201]",Walker et al. (2014),2021-06-13T14:52:33Z,2908,1 year,25-53,_ga=9463782726.6850070,11.1649,6038.4222,27.41,22.9825,4262.9134,raw.events -> exports,0880153491357,"[0.2316, -0.4758, -0.1398, 0.9951, 0.7049, -0.1574, -0.5755, 1.3096]",[INTERNAL] Q3 strategy review pending board approval,447.1,Credit Card,"[-0.6717, -1.7089, 2.147, -0.1595, -0.3455, -0.4532, 0.1266, 1.1273]","14 7 * * 0,6",-23.064,651,SMTP,sk_4nThvkndagRtuBcA2pQaRD1vKNx4Kf9a,hr.employees,"[0.4292, 0.6217, 0.2342, -1.8748, -1.2793, 1.8466, -0.5876, -0.1811]","[-0.4432, -0.4331, 0.3904, -0.0484, 0.1315, 0.6365, -0.3936, -0.3907]",false,79.5,61.94,Thomas et al. (2002),0.3298,882,28.8689,81.57,L,23.91%,6.42%,NOT NULL,9406,73665.7,"[0.9446, 0.3604, 0.2299, 0.3602, 0.5964, 0.2875, 0.5356, 0.9601]",53.74,5820.0993,Fe2O3,46.23,High,2024-10-17 18:31:19,H2O,80.97,-0.2175,10.0566,-0.687,+81-XX-XXXX-XXXX,Single,6998.2342,/var/data/batch_914.yaml,24.97,K4JS66SEP2Z7N367M,https://example.com/users/57fcbe07/profile,15.8%,Figure 16: Distribution,36.4681,NaCl
2862.5546,EMP55576,0,3112,Widowed,,Pasta,30-68,"[0.55, 86.02]",-0.3986,IEEE 754,Swiss Franc,3710,45-84,UTF-16,-20.6065,26-84,-67.0007,-15.9019,0.645,99603-39-4,Edge,"[0.4804, 0.2565, 0.5475, 0.1458, 0.8414, 0.5403, 0.4914, 0.3414]",Moore et al. (2020),2025-08-04 13:55:45,543,7 days,39-95,_ga=5502152103.5147187,18.064,672.6705,0.4072,46.6964,2675.2224,raw.events -> reports,0784132542200,"[0.5599, -0.2638, 0.5208, 1.6493, 0.8492, 0.435, -0.0463, -0.1024]",[INTERNAL] Q1 strategy review pending board approval,136.5,ACH,"[-0.6001, 0.3312, 0.223, 0.9755, -0.6537, -0.3981, -0.4653, -0.4532]",32 8 * * *,-67.5339,378,FTP,sk_PVR8d7JAh0cltYUrzD4R2Kc0Ozvgxmwy,hr.employees,"[-0.452, -0.1594, 0.5317, 1.3855, 1.0902, 1.1431, 0.5051, 1.0415]","[-0.131, -0.3691, -0.7986, -0.4044, -0.7881, 0.0838, 0.4809, 0.4646]",YES,85.9,23.79,Brown et al. (2020),-0.1852,592,81.5827,65.82,L,36.55%,-23.49%,"status IN ('active','pending')",6078,26564.4,"[0.535, 0.9586, 0.9572, 0.0332, 0.9113, 0.7651, 0.4726, 0.5554]",62.3,2447.9842,NaCl,97.99,High,2026-09-06 01:17:49,H2O,13.43,-0.4115,49.771,-0.7189,+81-XX-XXXX-XXXX,Married,5406.9371,/var/logs/daily_610.xml,4.62,UUG3FL7H2HSI96PY8,https://example.com/users/97607b45/profile,-22.6%,Figure 6: Distribution,12.3776,Fe2O3
7507.7768,EMP14413,0,2715,Widowed,,Sushi,38-84,"[8.99, 66.56]",-0.1354,IEEE 754,US Dollar,1567,49-99,ISO-8859-1,-63.3388,7-79,-7.5886,-66.0675,0.1807,25237-97-4,Edge,"[0.4492, 0.1286, 0.2388, 0.6449, 0.0287, 0.6825, 0.8826, 0.281]",Clark et al. (2015),,839,indefinite,23-63,_ga=0292387496.8413620,1.4948,9851.8711,0.9046,12.8109,1052.6385,raw.events -> analytics,8804771607543,"[-0.0794, 0.192, 1.688, -0.6368, 0.0907, 1.0498, 1.2308, 2.1597]",[INTERNAL] Q3 strategy review pending board approval,79.0,Wire Transfer,"[-0.1596, -0.38, -0.5842, 0.4049, -0.4925, 1.968, -0.0839, -0.6126]","56 20 * * 0,6",65.2402,357,MQTT,sk_b8wP2N7f0wmvgaYzz5cMAf2FyFLl8qdW,analytics.events,"[1.0697, 0.517, -1.3143, 0.7269, 0.3147, 0.4585, 1.5214, -1.0734]","[-0.0516, 0.5163, 0.282, -1.3075, -1.4596, 0.1182, -0.1251, 0.2294]",NO,68.9,1.53,Rodriguez et al. (2012),-0.0551,148,-70.1962,29.19,ft,30.78%,-10.1%,NOT NULL,4684,99871.6,"[0.0542, 0.9547, 0.265, 0.3686, 0.5819, 0.6077, 0.4706, 0.2168]",12.12,4814.4462,Fe2O3,47.65,Critical,2024-07-13 03:53:57,H2O,11.09,0.2836,-2.0976,-0.5268,+44-XXXX-XXXXXX,Married,6273.1271,/var/data/export_867.yaml,85.01,ZSNN0XW4AJ5TQ5NON,https://example.com/users/4d77afc6/profile,46.79%,Figure 11: Timeline,24.5976,NaCl
2660.2063,EMP61079,0,1019,Married,,Tacos,36-75,"[30.39, 67.64]",0.042,POSIX,British Pound,7150,35-64,Latin-1,31.4392,3-89,33.0615,-9.1181,-0.8304,86552-55-9,Brave,"[0.9684, 0.8741, 0.0483, 0.8694, 0.4573, 0.0454, 0.0099, 0.8902]",Walker et al. (2011),,9320,7 days,15-57,_ga=7361825522.5081707,49.1275,7678.7838,24.6239,17.7578,4074.5111,staging.users -> exports,7298318485588,"[-0.6452, -0.2878, 0.7243, 0.6903, 0.8341, -0.5549, -0.6227, 1.0937]",[INTERNAL] Q4 strategy review pending board approval,230.8,Wire Transfer,"[-1.3493, 0.1632, 0.3356, 0.1301, 0.3947, 0.4322, -0.5169, 0.0925]",18 1 * * *,70.0563,732,SSH,sk_ROIHkjhv3H2U8gUVdLXkmkMHXewHeC4I,sales.orders,"[0.1905, 0.3135, -0.422, -0.4584, -0.1888, -0.5603, 0.6742, 0.6311]","[-0.3221, -0.1303, -0.2827, 0.2646, -0.2938, 0.1365, 0.1482, -0.2254]",true,88.7,94.5,Harris et al. (2001),0.8062,951,-75.6251,89.45,°C,-21.35%,46.22%,NOT NULL,2479,92254.2,"[0.6033, 0.2782, 0.607, 0.0848, 0.3382, 0.0095, 0.2677, 0.3318]",69.76,5578.3,NaCl,8.43,Info,2021-01-04 20:17:25,Fe2O3,94.99,0.3831,1.9824,0.2886,+81-XX-XXXX-XXXX,Widowed,8872.7849,/var/data/daily_7.parquet,52.11,89BH9Y0YBV5CJZFA5,https://example.com/users/78b1f5c6/profile,-4.38%,Figure 19: Timeline,31.9508,H2O
3324.6506,EMP21479,1,5948,Married,,Curry,22-95,"[37.38, 79.3]",0.2456,ISO 8601,Swiss Franc,3298,26-91,ASCII,72.4225,36-70,13.3367,-35.5012,-0.2095,38277-38-4,Brave,"[0.4339, 0.2461, 0.7708, 0.8327, 0.7263, 0.2624, 0.0458, 0.5348]",Jackson et al. (2009),,8881,indefinite,13-73,_ga=2562605287.5163286,4.3317,2182.5876,40.7455,45.1803,8283.6192,staging.events -> exports,4427583514384,"[0.4627, -0.1456, -1.008, 0.9902, -1.2586, -0.0985, 0.1005, -0.8412]",[INTERNAL] Q1 strategy review pending board approval,418.2,PayPal,"[-1.6041, 1.3876, -0.5719, 1.0967, 0.3643, -1.7214, 0.92, -0.182]",27 15 * * 1-5,80.4712,465,MQTT,sk_Rffjf1uD3hKo6cS9S3tShluSebD6pq1Q,hr.employees,"[-2.1597, -0.2142, -1.1119, 0.7792, -0.521, 0.3529, 0.6143, 0.8207]","[0.3974, -0.3093, 0.0036, 0.4709, 0.0343, -0.0059, 0.1548, 0.2796]",false,46.6,37.58,Martinez et al. (2020),-0.2786,314,-98.4132,75.49,lb,3.81%,-28.65%,"status IN ('active','pending')",2475,28976.8,"[0.8972, 0.6609, 0.1229, 0.0787, 0.0962, 0.162, 0.5111, 0.6348]",50.14,3531.8211,C6H12O6,19.88,Info,2026-01-26 21:21:55,C6H12O6,82.51,0.5162,79.352,0.8078,+44-XXXX-XXXXXX,Single,394.3412,/var/exports/daily_810.csv,96.54,C8L52VCK9KFLMLRMW,https://example.com/users/657e6767/profile,-16.44%,Figure 1: Timeline,0.1214,C6H12O6
8191.0784,EMP94903,1,6994,Widowed,,Pizza,48-84,"[7.99, 75.7]",-0.2986,ISO 8601,Swiss Franc,8853,49-80,ISO-8859-1,-46.8886,31-79,84.7892,99.156,0.0261,91958-79-3,Safari,"[0.695, 0.3365, 0.377, 0.1881, 0.8498, 0.4204, 0.0227, 0.6524]",Wright et al. (2024),2022-05-10T22:22:55Z,8923,30 days,3-63,_ga=0535073042.4570048,7.5555,-829.4155,23.3405,2.8671,6384.6098,raw.users -> exports,2689658171047,"[-1.1351, 0.2077, -0.4521, -0.5808, -0.4289, -1.4287, 0.732, -0.5004]",[INTERNAL] Q4 strategy review pending board approval,60.7,Debit Card,"[-0.4637, 0.7619, -0.0524, 0.9009, -1.4231, -1.1899, 0.0057, -0.3282]",20 18 * * *,-2.0213,645,HTTPS,sk_AihL4W5CzVkSesbe3kXskmSOmlDwmlDb,sales.orders,"[-1.0841, 0.2839, -1.1673, -0.8973, 0.3068, -1.5508, -0.4652, -0.4341]","[-0.3494, -0.3211, -0.2123, 1.2324, 0.4953, -0.5502, -0.1426, -0.1846]",false,90.4,98.98,Thomas et al. (2014),-0.1863,387,-36.3239,20.88,L,14.31%,5.65%,age >= 18,4839,24608.2,"[0.4491, 0.9652, 0.0598, 0.1436, 0.7495, 0.4124, 0.037, 0.7495]",99.42,3136.8424,E. coli,7.08,High,2021-08-23 00:33:24,Fe2O3,70.98,0.9681,-89.2375,-0.1872,+1-XXX-XXX-XXXX,Divorced,9921.2177,/var/tmp/daily_450.parquet,20.41,7492GH53XHHP0FIOV,https://example.com/users/29adf13b/profile,16.4%,Figure 7: Overview,19.5923,NaCl
3775.1007,EMP83288,0,6979,Widowed,,Curry,22-75,"[24.06, 71.63]",-0.2227,RFC 3339,Japanese Yen,536,0-92,ASCII,-41.6366,5-71,28.029,-59.5089,-0.1262,36970-67-4,Brave,"[0.0115, 0.5354, 0.4384, 0.541, 0.7102, 0.7611, 0.1255, 0.5692]",Lee et al. (2006),,9179,1 year,30-85,_ga=1692399326.1502923,37.7168,7444.9475,33.262,22.0778,3428.8151,staging.users -> analytics,6368226343428,"[-0.4966, -0.2268, -0.0077, 0.1613, 0.0981, -1.0887, 2.2237, -0.3494]",[INTERNAL] Q3 strategy review pending board approval,448.2,Check,"[-0.0164, -0.7392, 2.127, 0.4812, -0.169, -0.4795, -0.062, 2.0653]","25 11 * * 0,6",17.6545,545,SMTP,sk_RcHGFhqcMTJDkju8egwI9niSUOZtBaQl,analytics.events,"[1.1422, -0.7608, 0.545, -0.4378, -0.0593, -0.4961, 0.604, 0.1977]","[-0.0375, 0.1396, 0.1931, -0.1358, -0.0533, 0.393, 0.5952, -0.5072]",YES,5.9,58.61,Garcia et al. (2007),-0.8501,129,-27.0628,52.78,lb,-43.98%,1.99%,"status IN ('active','pending')",6914,72411.9,"[0.57, 0.6041, 0.6897, 0.723, 0.6058, 0.9013, 0.7495, 0.7375]",4.98,117.3416,H2O,61.12,Medium,2024-03-09T09:56:49Z,NaCl,95.33,0.7371,-73.7476,0.6864,+1-XXX-XXX-XXXX,Widowed,1986.923,/var/data/export_183.json,27.01,U9B5OY8UZJ1IW8U8H,https://example.com/users/76f837f0/profile,-25.83%,Figure 4: Distribution,1.2383,H2O
126.3948,EMP98993,1,3375,Divorced,,Salad,4-60,"[30.73, 98.79]",-0.0807,ISO 8601,Japanese Yen,8145,42-64,UTF-8,97.6851,25-63,-19.2483,-44.3655,-0.4395,10985-86-7,Chrome,"[0.9829, 0.918, 0.4418, 0.4565, 0.5978, 0.8755, 0.2474, 0.6499]",Garcia et al. (2020),,5335,7 years,26-95,_ga=9116667917.4268300,28.3671,5229.1447,9.5739,13.0991,1645.7279,curated.orders -> analytics,7068849978387,"[-0.5474, 0.4462, -0.9345, 0.3147, -0.1267, -0.0803, 0.5769, -0.2939]",[INTERNAL] Q3 strategy review pending board approval,75.2,Wire Transfer,"[-0.0627, -0.5541, 0.4949, -1.7258, -0.2837, -0.2904, -1.8198, 1.499]",34 3 * * *,7.1548,509,HTTP,sk_SUycbcAQkQ7GATGQqEethanEQDxKm6kK,analytics.events,"[-0.1864, 1.9929, 2.2573, 0.5157, 0.0127, -1.7419, 0.9278, 0.1591]","[0.2735, -0.1846, 0.5223, 0.0877, -0.5425, 0.5305, 0.9816, -0.7778]",false,38.3,56.07,Lee et al. (2000),-0.8297,255,-29.8006,32.9,L,43.64%,32.71%,"status IN ('active','pending')",2112,80087.2,"[0.1264, 0.0291, 0.8344, 0.457, 0.0864, 0.1246, 0.8556, 0.953]",22.13,4878.2938,C6H12O6,11.34,Low,2022-01-12T21:25:19Z,Fe2O3,4.0,-0.2633,-93.6305,-0.089,+81-XX-XXXX-XXXX,Single,7722.2835,/var/exports/daily_186.csv,11.14,MWV7A12HMPEGWYFQJ,https://example.com/users/8cd39df4/profile,-21.77%,Figure 19: Timeline,11.2025,E. coli
9199.769,EMP31947,1,8042,Divorced,2021-01-24 08:34:06,Steak,23-71,"[5.79, 84.75]",0.1009,W3C Date,Japanese Yen,6319,36-51,ASCII,-80.6642,32-100,-11.0853,20.6498,0.7934,91381-18-6,Opera,"[0.4675, 0.2589, 0.396, 0.7133, 0.8962, 0.3827, 0.4135, 0.7112]",Williams et al. (2019),2025-09-16 16:08:49,5512,indefinite,38-53,_ga=9070072685.4966850,41.2944,3291.4677,46.5541,41.1473,4542.6574,staging.users -> reports,3827507452237,"[0.0676, 1.6435, -1.1191, 1.0362, 0.7227, -0.2217, -0.0643, -0.294]",[INTERNAL] Q2 strategy review pending board approval,403.4,Credit Card,"[-1.2022, 0.2859, -1.0261, -0.2814, 0.5914, -0.4763, -1.0526, -0.8264]","57 9 * * 0,6",-69.1442,474,SSH,sk_9RjKcTfWeYha0lLBtbPDr0bkHKOFwJzc,public.users,"[0.5458, -0.4824, -0.5109, 0.7704, -0.3262, 0.3688, -0.385, 0.7389]","[-0.3681, 0.774, 0.3101, 1.2815, 0.1196, -0.3246, 0.1647, 0.2221]",true,14.7,53.89,Thomas et al. (2007),0.5234,588,3.2824,27.02,lb,26.63%,22.06%,age >= 18,8216,60967.8,"[0.8538, 0.3901, 0.0328, 0.3736, 0.0395, 0.5931, 0.0676, 0.6866]",27.46,4698.5159,NaCl,29.53,High,2025-12-03 02:13:42,NaCl,99.0,0.7169,-92.3241,-0.2843,+44-XXXX-XXXXXX,Married,152.8676,/var/logs/daily_6.yaml,69.94,4HAX20ZIOKQE2TGZG,https://example.com/users/bc7774c2/profile,2.82%,Figure 16: Comparison,40.2546,E. coli
3701.5561,EMP75691,1,6117,Widowed,,Steak,27-84,"[27.71, 78.2]",0.4752,RFC 3339,British Pound,4258,17-80,ASCII,-0.0374,10-55,-57.9042,4.932,-0.9093,93270-61-7,Opera,"[0.2428, 0.6805, 0.4871, 0.499, 0.8809, 0.7905, 0.9187, 0.2802]",Miller et al. (2010),,6396,7 years,27-68,_ga=4798180163.3502144,37.4011,-467.4037,1.2669,7.9859,-839.3381,staging.events -> reports,6325406028827,"[-0.6928, 0.7673, -2.2486, 1.191, 0.2969, 0.7845, -0.582, -0.4365]",[INTERNAL] Q1 strategy review pending board approval,272.0,ACH,"[1.9771, 0.2085, -1.0906, 0.208, -0.8978, -0.3875, 0.2052, 1.0576]",19 11 * * 1-5,-55.8512,606,SSH,sk_zdy5CwIDg3HVlaQfcKucL0dqWnEV4aaW,hr.employees,"[0.4818, -0.7915, -0.4158, -0.2116, 0.0099, -0.2504, 1.684, 2.1958]","[1.1281, 0.3836, -0.5056, 0.3449, 0.1526, 0.0944, 0.0374, -0.4614]",NO,87.0,69.12,Johnson et al. (2025),0.0898,67,-20.6052,68.65,°C,39.22%,17.71%,age >= 18,1627,84330.9,"[0.6606, 0.3387, 0.1031, 0.6054, 0.1159, 0.6367, 0.997, 0.2463]",48.5,3982.771,E. coli,12.4,Low,2023-08-23 10:54:57,E. coli,32.06,-0.7344,9.9629,0.5409,+44-XXXX-XXXXXX,Divorced,6249.6055,/var/logs/batch_829.json,5.55,32AKJYU01QLXDF9GB,https://example.com/users/ebd58b5b/profile,43.21%,Figure 14: Distribution,14.9021,E. coli
4351.2218,EMP71909,0,3667,Single,2020-04-28T17:12:20Z,Steak,18-57,"[0.33, 95.5]",0.2124,IEEE 754,Swiss Franc,3445,18-78,Latin-1,-2.7912,28-81,32.3268,-11.4974,0.158,70429-46-2,Brave,"[0.1413, 0.1892, 0.2139, 0.652, 0.5139, 0.2122, 0.8481, 0.6592]",Garcia et al. (2014),,8071,indefinite,14-86,_ga=1148934810.6953778,13.981,3061.9377,47.4217,23.8041,5763.4702,curated.events -> exports,5814663978341,"[1.0168, 1.728, 1.2841, 0.6466, -0.4573, 1.1693, -0.5798, 0.825]",[INTERNAL] Q2 strategy review pending board approval,466.2,Cash,"[0.6187, -1.1817, -1.0114, -1.6272, -0.5853, 1.7409, -0.2731, -1.3822]",7 17 * * 1-5,-52.2197,591,gRPC,sk_DhfxMK1JTUHcLxWPTBi3Ik86hGSAFNPC,hr.employees,"[2.2665, 1.1817, 1.075, -0.0592, 1.1182, 1.404, 0.1357, -0.0594]","[-0.532, 0.0946, -0.4342, 0.159, -0.7567, 0.5631, -0.9213, 0.5195]",false,76.1,11.89,Martin et al. (2007),-0.9159,77,-57.4008,38.39,ft,26.43%,-18.57%,amount <= 10000,7089,29372.4,"[0.9271, 0.8898, 0.2264, 0.5503, 0.8588, 0.3055, 0.8682, 0.8156]",74.9,5528.5718,H2O,49.1,Medium,2019-09-20T17:42:01Z,H2O,79.95,-0.4058,-47.005,-0.4101,+44-XXXX-XXXXXX,Single,3692.7592,/var/config/batch_217.csv,87.08,U66YCEH3L435V5OHI,https://example.com/users/bca341df/profile,-43.69%,Figure 7: Comparison,25.4167,Homo sapiens
6683.45,EMP81721,0,9862,Divorced,,Pizza,3-74,"[6.45, 71.37]",0.6067,W3C Date,Swiss Franc,2927,21-55,ISO-8859-1,18.5744,15-92,77.2992,-80.9568,-0.6134,90328-50-6,Brave,"[0.8169, 0.4933, 0.1254, 0.3829, 0.2534, 0.7841, 0.69, 0.9029]",King et al. (2007),,6478,7 days,10-56,_ga=2214373250.1896201,11.3619,2567.3133,31.2287,46.0028,7431.718,raw.events -> analytics,6227554615736,"[-0.9178, 0.5082, 1.258, 0.3443, -1.0161, 2.027, -1.3334, 2.609]",[INTERNAL] Q4 strategy review pending board approval,418.5,ACH,"[0.0928, -1.3688, 0.6396, -0.0715, -1.9882, 1.3518, -1.6477, 0.1891]",18 18 * * 1-5,-54.1014,970,HTTP,sk_gxlWgvY8yokRUbSwqFCxcT11JE7s0G6o,public.users,"[-0.4049, 1.3461, -0.3751, -1.0384, -0.7613, -1.6269, -0.7778, 1.2517]","[0.1758, -0.1676, -0.342, -0.6841, -0.7136, -0.085, 0.1256, -0.1968]",NO,76.7,55.07,Young et al. (2000),0.1585,816,-25.7942,69.93,°F,42.26%,36.93%,amount <= 10000,604,35014.7,"[0.9751, 0.353, 0.5014, 0.3792, 0.4228, 0.3478, 0.5031, 0.008]",9.79,3965.8312,Homo sapiens,90.16,Critical,2021-12-13 01:02:00,C6H12O6,64.54,0.2554,7.3009,-0.4547,+44-XXXX-XXXXXX,Single,6267.6519,/var/data/export_5.yaml,75.8,QHYFNEV4O78WB2OMT,https://example.com/users/2cf983d8/profile,-4.1%,Figure 11: Comparison,14.3441,Homo sapiens
2880.1913,EMP36680,1,7817,Widowed,,Sushi,26-93,"[22.95, 86.02]",0.8999,IEEE 754,Japanese Yen,3113,48-83,UTF-8,54.4327,24-100,25.2831,-97.057,-0.6064,34058-49-1,Opera,"[0.7732, 0.1465, 0.0666, 0.8205, 0.4368, 0.0221, 0.4077, 0.7597]",Walker et al. (2008),2023-09-05 00:37:05,6436,1 year,16-63,_ga=1824505285.5226727,23.3464,3018.0172,24.705,46.3712,491.2903,raw.orders -> analytics,5356755335216,"[-0.8176, -1.1585, 0.4569, 0.2045, 0.9967, -0.9059, -0.0844, 1.0284]",[INTERNAL] Q2 strategy review pending board approval,108.9,ACH,"[1.1003, 1.2049, -0.3922, -1.4563, 0.7476, 0.7862, 0.623, -1.0703]",45 17 * * 1-5,-71.9048,817,SMTP,sk_CF1YmqtNqcqwae7HAwRsGznqMPDgPEVX,sales.orders,"[0.0132, -1.5647, -0.1063, -0.9721, -1.0631, 0.3429, -1.2509, -1.0999]","[0.166, -0.7218, 0.3353, -0.9123, -0.4668, -0.3592, 0.5662, 0.6153]",false,15.6,96.5,White et al. (2010),-0.9321,340,16.4721,83.44,L,10.14%,-34.62%,age >= 18,4220,90789.4,"[0.3287, 0.7815, 0.9681, 0.2269, 0.1634, 0.771, 0.0968, 0.8709]",43.7,1797.3523,Fe2O3,33.25,Medium,2021-06-28 13:45:38,C6H12O6,63.08,0.6349,70.0956,-0.6939,+1-XXX-XXX-XXXX,Widowed,9372.4896,/var/uploads/export_915.log,56.64,W4NZ7E2C9R4QLB7CU,https://example.com/users/72fe3b46/profile,19.04%,Figure 20: Comparison,19.5591,E. coli
4452.3759,EMP26183,1,8858,Divorced,,Pizza,23-60,"[16.71, 63.04]",0.2283,POSIX,Japanese Yen,1018,44-89,ASCII,-96.3496,26-75,33.6954,36.4349,-0.6773,64752-38-5,Brave,"[0.8058, 0.6822, 0.7362, 0.2943, 0.9788, 0.6788, 0.0616, 0.9244]",Harris et al. (2015),,7360,7 days,14-80,_ga=5007988990.1570154,32.8172,1918.0789,44.4633,4.1464,6339.6191,raw.users -> reports,6155552881782,"[-2.1142, 0.9247, -2.6576, 0.4153, 0.4353, 0.3753, 1.5445, -0.5418]",[INTERNAL] Q1 strategy review pending board approval,44.5,PayPal,"[0.44, 0.3394, -0.7458, -1.3432, -0.0987, 0.5326, 0.6127, 0.2678]","45 14 * * 0,6",-72.0666,756,WebSocket,sk_gKkHKJX2z2mDkKZOWe96oAzoIrPAClIR,sales.orders,"[0.1635, 0.2684, -0.0203, -0.148, 0.3634, 1.3542, 0.0287, -1.3798]","[0.6119, -0.3749, 0.76, -0.7776, -0.0472, -0.5999, 0.49, 0.2629]",YES,50.2,27.23,Smith et al. (2002),-0.2044,370,96.8552,85.59,m,12.74%,38.25%,NOT NULL,2443,10006.8,"[0.0064, 0.9226, 0.7094, 0.304, 0.6188, 0.2222, 0.8176, 0.4025]",71.29,3716.0645,C6H12O6,86.27,Critical,2025-10-04 03:20:57,H2O,44.22,-0.0018,70.9532,-0.6673,+1-XXX-XXX-XXXX,Widowed,3033.2561,/var/exports/batch_592.log,27.96,6P005B6STUO73NBYL,https://example.com/users/91233fb3/profile,38.32%,Figure 8: Distribution,48.9949,Fe2O3
-91.8644,EMP33454,0,3027,Widowed,,Salad,8-94,"[2.65, 84.92]",0.0013,W3C Date,Euro,2474,47-96,UTF-8,16.6624,22-99,94.7595,74.478,0.9789,78224-72-3,Chrome,"[0.6213, 0.7373, 0.4515, 0.1681, 0.1546, 0.5724, 0.569, 0.3372]",Miller et al. (2019),,9993,7 years,27-77,_ga=9518180879.8991384,25.6049,5020.6203,28.7652,37.7181,6860.3372,curated.events -> reports,2865319380855,"[-0.0449, 2.2916, 1.0104, -0.3988, -1.1323, 1.4964, 0.2217, 1.7487]",[INTERNAL] Q2 strategy review pending board approval,452.6,Check,"[0.9234, 0.431, 0.8278, 0.1611, 0.5413, 0.5281, 0.0129, -1.5734]",47 18 * * 1-5,-16.0247,317,gRPC,sk_logxWdHt37pHhIvq7h4zmRUkmVCaOw16,sales.orders,"[-0.8865, -0.9694, -0.4302, -0.2008, 1.8371, 0.2468, 1.4152, 1.7886]","[-0.8378, -0.4959, -0.731, 0.4929, 0.1366, 0.205, 0.7917, -0.8543]",false,56.7,74.78,Anderson et al. (2016),0.4967,430,9.2104,61.69,°F,-28.85%,-21.08%,NOT NULL,610,2400.7,"[0.0414, 0.9117, 0.9416, 0.1352, 0.9969, 0.8883, 0.1204, 0.6533]",54.42,-351.5104,Homo sapiens,56.72,High,2025-09-22 06:21:30,C6H12O6,91.64,-0.967,34.3403,-0.8339,+1-XXX-XXX-XXXX,Divorced,3514.5836,/var/config/batch_899.xml,98.57,Z3EPBQIRID2UG93U2,https://example.com/users/49a83775/profile,-19.67%,Figure 17: Timeline,23.7276,NaCl
